Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2001,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5701,58.8
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1656,58.8
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2261,58.8
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2149,58.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,3012,58.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2092,58.9
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1985,58.9
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1653,58.9
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1642,58.9
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,306,58.9
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2327,59.0
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2160,59.0
2002,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5814,59.0
2005,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4861,59.0
2000,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8919,59.0
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,815,59.0
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1245,59.0
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1110,59.0
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2169,59.1
2001,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7230,59.1
2001,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2218,59.1
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,592,59.1
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1803,59.2
2003,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1296,59.2
2001,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1273,59.2
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,346,59.2
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2401,59.3
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,583,59.3
2002,Cerebrovascular diseases (I60-I69),Stroke,California,17626,59.3
2002,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1260,59.3
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,566,59.4
1999,Cerebrovascular diseases (I60-I69),Stroke,Nevada,882,59.4
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,332,59.5
2004,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2328,59.5
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2608,59.5
1999,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2997,59.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2489,59.8
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1814,59.8
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,346,59.8
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2629,59.9
2004,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1651,59.9
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1703,59.9
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2779,60.0
1999,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,547,60.0
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2090,60.1
2007,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1873,60.1
2000,Cerebrovascular diseases (I60-I69),Stroke,Montana,583,60.1
2001,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1272,60.1
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2422,60.1
2002,Cerebrovascular diseases (I60-I69),Stroke,Idaho,736,60.2
2001,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2882,60.2
1999,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1176,60.2
2005,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2458,60.2
1999,Cerebrovascular diseases (I60-I69),Stroke,Utah,869,60.2
2002,Cerebrovascular diseases (I60-I69),Stroke,Ohio,7252,60.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2183,60.3
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,619,60.3
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,614,60.3
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2288,60.3
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1227,60.4
2002,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1845,60.4
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2421,60.4
2005,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1350,60.5
2003,Cerebrovascular diseases (I60-I69),Stroke,Idaho,762,60.5
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,345,60.5
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2632,60.5
2001,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,766,60.6
2000,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1830,60.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3938,60.6
1999,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,265,60.7
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1233,60.7
2004,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4063,60.8
2001,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,507,60.8
2003,Cerebrovascular diseases (I60-I69),Stroke,Texas,10303,60.8
2001,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1848,60.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2235,60.9
2000,Cerebrovascular diseases (I60-I69),Stroke,United States,167661,60.9
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,361,60.9
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2578,61.0
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,691,61.0
2002,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3717,61.0
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,4238,61.1
2006,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1884,61.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1847,61.2
1999,Cerebrovascular diseases (I60-I69),Stroke,Maine,879,61.2
2000,Cerebrovascular diseases (I60-I69),Stroke,Ohio,7175,61.2
2003,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1309,61.2
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2284,61.2
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,989,61.3
2000,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7429,61.3
2003,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2442,61.3
2000,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1296,61.3
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2794,61.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2585,61.4
2000,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,747,61.4
2003,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2526,61.4
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1105,61.4
1999,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1841,61.6
2000,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5864,61.6
2000,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,560,61.6
1999,Cerebrovascular diseases (I60-I69),Stroke,United States,167366,61.6
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2388,61.6
2004,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4955,61.7
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,8410,61.8
2000,Cerebrovascular diseases (I60-I69),Stroke,Idaho,720,61.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,371,61.9
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2116,62.0
2001,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3796,62.0
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2741,62.0
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2386,62.1
2016,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1599,62.1
2001,Cerebrovascular diseases (I60-I69),Stroke,California,18088,62.1
2002,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,812,62.1
1999,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2317,62.1
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2854,62.2
1999,Cerebrovascular diseases (I60-I69),Stroke,Montana,595,62.2
2000,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3598,62.2
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1808,62.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Alaska,185,62.3
1999,Cerebrovascular diseases (I60-I69),Stroke,Ohio,7235,62.3
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,909,62.4
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2270,62.4
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2680,62.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1524,62.4
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,283,62.4
2002,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3960,62.4
2003,Cerebrovascular diseases (I60-I69),Stroke,Washington,3595,62.4
2001,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3658,62.4
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1177,62.4
2010,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1482,62.7
2005,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3659,62.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2474,62.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,308,62.8
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1173,62.9
2000,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1345,62.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1578,63.0
2002,Cerebrovascular diseases (I60-I69),Stroke,Montana,639,63.0
1999,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,513,63.0
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,439,63.1
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,387,63.1
2002,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3885,63.1
1999,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1323,63.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2772,63.3
1999,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2892,63.3
2005,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2952,63.4
2000,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2955,63.4
2000,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2533,63.5
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2368,63.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1736,63.6
2002,Cerebrovascular diseases (I60-I69),Stroke,Texas,10548,63.6
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1234,63.7
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3214,63.8
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2637,63.8
2002,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2595,63.8
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1281,63.8
2009,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1490,63.9
2000,Cerebrovascular diseases (I60-I69),Stroke,California,18185,64.0
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2592,64.1
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3020,64.1
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3100,64.2
1999,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,762,64.2
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3331,64.3
2001,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3877,64.3
1999,Cerebrovascular diseases (I60-I69),Stroke,Michigan,6041,64.3
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,351,64.3
1999,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7714,64.4
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1336,64.4
1999,Cerebrovascular diseases (I60-I69),Stroke,California,17962,64.5
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,343,64.5
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3187,64.6
2015,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1628,64.6
2013,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1590,64.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3680,64.6
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1029,64.7
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1856,64.7
2002,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2554,64.9
2001,Cerebrovascular diseases (I60-I69),Stroke,Texas,10612,65.0
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1351,65.0
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2595,65.1
2000,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3940,65.1
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2926,65.2
2001,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2557,65.2
2004,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1948,65.3
2001,Cerebrovascular diseases (I60-I69),Stroke,Idaho,781,65.4
2001,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2638,65.4
2004,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2986,65.5
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1253,65.5
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1136,65.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4301,65.6
1999,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3950,65.6
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2924,65.8
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1241,65.8
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,400,65.8
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1174,65.9
1999,Cerebrovascular diseases (I60-I69),Stroke,Texas,10414,65.9
2000,Cerebrovascular diseases (I60-I69),Stroke,Utah,975,66.0
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2962,66.0
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1223,66.0
2011,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1571,66.1
2000,Cerebrovascular diseases (I60-I69),Stroke,Alaska,170,66.1
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3486,66.3
2001,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4129,66.3
2003,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5203,66.4
2001,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2384,66.4
2002,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4261,66.5
2004,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2643,66.5
2000,Cerebrovascular diseases (I60-I69),Stroke,Texas,10684,66.5
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,924,66.6
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,7999,66.6
2002,Cerebrovascular diseases (I60-I69),Stroke,Washington,3753,66.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2554,66.7
2001,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2998,66.9
2003,Cerebrovascular diseases (I60-I69),Stroke,Alabama,3028,67.0
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1267,67.0
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1936,67.1
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1430,67.3
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1227,67.3
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2720,67.4
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,345,67.4
2000,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4104,67.4
1999,Cerebrovascular diseases (I60-I69),Stroke,Idaho,771,67.5
2002,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2427,67.5
1999,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3869,67.5
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1297,67.6
2000,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2637,67.7
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1329,67.7
2001,Cerebrovascular diseases (I60-I69),Stroke,Washington,3765,68.1
2001,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4312,68.3
1999,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2684,68.3
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,3072,68.5
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,324,68.7
1999,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4110,68.7
2000,Cerebrovascular diseases (I60-I69),Stroke,Washington,3714,68.7
2002,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5259,68.8
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2694,68.9
2008,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1590,68.9
2003,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2485,68.9
1999,Cerebrovascular diseases (I60-I69),Stroke,Indiana,4057,69.0
1999,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1854,69.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3883,69.2
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1366,69.3
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1487,69.5
2000,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2493,69.5
1999,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2481,69.6
1999,Cerebrovascular diseases (I60-I69),Stroke,Washington,3718,69.9
2001,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2588,70.2
1999,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2710,70.4
2002,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2645,70.4
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1371,70.8
2002,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1926,70.9
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,3194,71.0
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1380,71.0
